trial,market,strategy,start,days,return_pct,max_dd_pct,trades,liquidated
20,futures,kelly_regime_v2,2022-09-17 08:45:00+00:00,267,30.886380593639817,19.996105945989235,14,False
20,futures,buy_and_hold,2022-09-17 08:45:00+00:00,267,-98.19548021356785,98.69114144486907,1,True
20,futures,champions_council,2022-09-17 08:45:00+00:00,267,27.644642906050485,18.988456651629203,11,False
21,spot,kelly_regime_v4,2023-12-13 07:00:00+00:00,195,38.75736352016095,18.12597161559976,7,False
21,spot,kelly_regime_v3,2023-12-13 07:00:00+00:00,195,30.57740346629787,18.46452750941038,7,False
21,spot,kelly_regime_v2,2023-12-13 07:00:00+00:00,195,22.5371305179064,18.505796812947516,7,False
21,spot,buy_and_hold,2023-12-13 07:00:00+00:00,195,47.40186838315778,23.041099010670727,1,False
21,spot,champions_council,2023-12-13 07:00:00+00:00,195,22.383602311892602,21.29799659786717,1,False
21,futures,kelly_regime_v4,2023-12-13 07:00:00+00:00,195,47.566318497033365,17.028291456292653,7,False
21,futures,kelly_regime_v3,2023-12-13 07:00:00+00:00,195,43.54228178249882,18.025765699036697,7,False
21,futures,kelly_regime_v2,2023-12-13 07:00:00+00:00,195,26.98209484843126,24.91746438060108,7,False
21,futures,buy_and_hold,2023-12-13 07:00:00+00:00,195,236.90284703303251,64.9081120570113,1,False
21,futures,champions_council,2023-12-13 07:00:00+00:00,195,40.55300689385191,19.49286266285626,1,False
22,spot,kelly_regime_v4,2020-01-23 21:35:00+00:00,539,245.23707896689166,24.27645612242587,30,False
22,spot,kelly_regime_v3,2020-01-23 21:35:00+00:00,539,262.9308712083024,20.083628558350224,15,False
22,spot,kelly_regime_v2,2020-01-23 21:35:00+00:00,539,255.36844328660578,22.601490843410364,8,False
22,spot,buy_and_hold,2020-01-23 21:35:00+00:00,539,277.31137660651166,62.83130805958728,1,False
22,spot,champions_council,2020-01-23 21:35:00+00:00,539,170.7668360304899,18.293833058304795,4,False
22,futures,kelly_regime_v4,2020-01-23 21:35:00+00:00,539,329.8402884525703,21.203668356375545,30,False
22,futures,kelly_regime_v3,2020-01-23 21:35:00+00:00,539,313.41702266972635,20.311523122320406,15,False
22,futures,kelly_regime_v2,2020-01-23 21:35:00+00:00,539,363.3200213884884,23.25598116741788,8,False
22,futures,buy_and_hold,2020-01-23 21:35:00+00:00,539,-98.19548021356783,99.22210278864078,1,True
22,futures,champions_council,2020-01-23 21:35:00+00:00,539,215.73963474330847,20.43529840667821,6,False
23,spot,kelly_regime_v4,2025-12-26 00:10:00+00:00,133,-0.8001277060203038,17.107776661625305,9,False
23,spot,kelly_regime_v3,2025-12-26 00:10:00+00:00,133,-0.8183827475836014,16.464668912336734,8,False
23,spot,kelly_regime_v2,2025-12-26 00:10:00+00:00,133,1.3096575294053503,14.546739827070665,8,False
23,spot,buy_and_hold,2025-12-26 00:10:00+00:00,133,-8.20708810245112,38.58841746928689,1,False
23,spot,champions_council,2025-12-26 00:10:00+00:00,133,-4.372548264176523,14.848480081175616,38,False
23,futures,kelly_regime_v4,2025-12-26 00:10:00+00:00,133,-0.6766252534039285,18.349883254925665,9,False
23,futures,kelly_regime_v3,2025-12-26 00:10:00+00:00,133,0.36762646538641697,16.08954069240028,8,False
23,futures,kelly_regime_v2,2025-12-26 00:10:00+00:00,133,4.264717293052445,14.888768877037537,8,False
23,futures,buy_and_hold,2025-12-26 00:10:00+00:00,133,-98.1954802135679,98.87595222427639,1,True
23,futures,champions_council,2025-12-26 00:10:00+00:00,133,-2.2568152405081032,12.693238639530863,74,False
24,spot,kelly_regime_v4,2024-09-11 15:45:00+00:00,375,59.84143506988182,23.199595015045407,13,False
24,spot,kelly_regime_v3,2024-09-11 15:45:00+00:00,375,59.31636245389107,23.19428840409937,13,False
24,spot,kelly_regime_v2,2024-09-11 15:45:00+00:00,375,60.70473591784506,22.137006126887083,13,False
24,spot,buy_and_hold,2024-09-11 15:45:00+00:00,375,103.56509577137216,31.543391896473867,1,False
24,spot,champions_council,2024-09-11 15:45:00+00:00,375,35.497068271413745,21.951487112964823,9,False
24,futures,kelly_regime_v4,2024-09-11 15:45:00+00:00,375,79.85479478946844,23.756057859292508,13,False
24,futures,kelly_regime_v3,2024-09-11 15:45:00+00:00,375,77.34128543279179,23.992124545262357,13,False
24,futures,kelly_regime_v2,2024-09-11 15:45:00+00:00,375,77.85808392497344,21.425574642024838,13,False
24,futures,buy_and_hold,2024-09-11 15:45:00+00:00,375,517.2973381228417,54.117508511453764,1,False
24,futures,champions_council,2024-09-11 15:45:00+00:00,375,42.87387583182112,19.655385529844324,17,False
25,spot,kelly_regime_v4,2023-06-05 10:50:00+00:00,524,142.7420282260261,23.47460316001302,18,False
25,spot,kelly_regime_v3,2023-06-05 10:50:00+00:00,524,124.98462685648177,27.697029805964007,15,False
25,spot,kelly_regime_v2,2023-06-05 10:50:00+00:00,524,107.26490608001451,28.46714318245036,15,False
25,spot,buy_and_hold,2023-06-05 10:50:00+00:00,524,196.6659370956308,32.54338703980368,1,False
25,spot,champions_council,2023-06-05 10:50:00+00:00,524,109.91233694230034,26.143097577172064,11,False
25,futures,kelly_regime_v4,2023-06-05 10:50:00+00:00,524,184.6660908432108,23.724042337922672,18,False
25,futures,kelly_regime_v3,2023-06-05 10:50:00+00:00,524,167.75911655028239,29.20015002776193,15,False
25,futures,kelly_regime_v2,2023-06-05 10:50:00+00:00,524,151.98339395220532,35.29002567722914,15,False
25,futures,buy_and_hold,2023-06-05 10:50:00+00:00,524,982.1025894789373,65.36631341908024,1,False
25,futures,champions_council,2023-06-05 10:50:00+00:00,524,115.35741350170801,31.590297692365965,21,False
26,spot,kelly_regime_v4,2018-10-14 11:20:00+00:00,577,138.49139020996128,30.396704613614478,32,False
26,spot,kelly_regime_v3,2018-10-14 11:20:00+00:00,577,148.8341183839848,29.11454337755564,19,False
26,spot,kelly_regime_v2,2018-10-14 11:20:00+00:00,577,141.10140442818584,30.23197131401837,18,False
26,spot,buy_and_hold,2018-10-14 11:20:00+00:00,577,42.28987932692307,71.79755947203778,1,False
26,spot,champions_council,2018-10-14 11:20:00+00:00,577,100.67938781727155,27.11594501920041,7,False
26,futures,kelly_regime_v4,2018-10-14 11:20:00+00:00,577,178.76982234569851,29.143789251278246,32,False
26,futures,kelly_regime_v3,2018-10-14 11:20:00+00:00,577,175.69823468352453,26.888696135857266,19,False
26,futures,kelly_regime_v2,2018-10-14 11:20:00+00:00,577,209.23570682250067,29.323246041907865,18,False
26,futures,buy_and_hold,2018-10-14 11:20:00+00:00,577,-98.19548021356785,98.69688389400898,1,True
26,futures,champions_council,2018-10-14 11:20:00+00:00,577,116.6670094089206,37.13332743205734,13,False
27,spot,kelly_regime_v4,2021-03-21 19:35:00+00:00,323,6.42910762505895,23.216550352459198,27,False
27,spot,kelly_regime_v3,2021-03-21 19:35:00+00:00,323,13.122703948783432,23.769270068052425,15,False
