trial,market,strategy,return_pct,max_dd_pct,vol,c,liquidated
2,futures,notional-matched reb.  c=0.283,66.71869735857932,18.14624870373326,0.251619344917834,,False
2,futures,per-window matched hold,118.01033250874337,30.26161005799256,0.4098344209102302,0.46023306328553676,False
3,spot,buy_and_hold,54.864360071798956,31.543388725055433,0.5155366388504042,,False
3,spot,kelly_regime_v4,43.365125894686926,23.447640710978213,0.32783224359537816,,False
3,spot,vol-matched rebalanced c=0.353,20.292714162197335,12.028449072880598,0.18138930894539687,,False
3,spot,vol-matched static     c=0.293,16.073594188876527,12.60606151649794,0.16946060537660368,,False
3,spot,notional-matched reb.  c=0.283,15.933001616757103,9.912611814944773,0.14652401692775216,,False
3,spot,per-window matched hold,36.08491943622016,21.29971880638616,0.3316625425005095,0.6378765941013564,False
3,futures,buy_and_hold,-98.1954802135678,98.62203270074122,1.3244638017333608,,True
3,futures,kelly_regime_v4,49.471971324233735,23.974767786709624,0.3517733764698267,,False
3,futures,vol-matched rebalanced c=0.353,20.33834353457582,12.025081207289546,0.1813841584172623,,False
3,futures,vol-matched static     c=0.293,16.064071526016676,12.588423355097273,0.16919929280961554,,False
3,futures,notional-matched reb.  c=0.283,15.969696992526018,9.91119062935697,0.14652056298535338,,False
3,futures,per-window matched hold,39.745249417754124,22.269721740303783,0.3536638649154075,0.6844795206827611,False
4,spot,buy_and_hold,20.7409015167364,21.199399685452654,0.3668251580152426,,False
4,spot,kelly_regime_v4,19.927526636410818,13.97209586127081,0.2904557732423475,,False
4,spot,vol-matched rebalanced c=0.353,7.8090110173675065,7.797034508411461,0.13231820999603416,,False
4,spot,vol-matched static     c=0.293,6.076455346516241,6.3681970789988425,0.10747488141388478,,False
4,spot,notional-matched reb.  c=0.283,6.15871532927994,6.30114689609725,0.10515642244623262,,False
4,spot,per-window matched hold,16.092143492621425,16.577782249555963,0.2839671118380895,0.7749626429428116,False
4,futures,buy_and_hold,103.79817010983263,92.67833780145868,3.2935995852356945,,False
4,futures,kelly_regime_v4,25.92266549977198,17.0619467412969,0.3914382823745455,,False
4,futures,vol-matched rebalanced c=0.353,7.83472064927635,7.794222395847406,0.13230988420695217,,False
4,futures,vol-matched static     c=0.293,6.081943402638923,6.357816241005251,0.10729667606393038,,False
4,futures,notional-matched reb.  c=0.283,6.178797199981068,6.299085087684644,0.10515077209869228,,False
4,futures,per-window matched hold,21.740572214434017,22.12130367433465,0.3836450867725756,1.0444633240730106,False
5,spot,buy_and_hold,-40.96833932920183,55.37783589606002,0.9978284118691279,,False
5,spot,kelly_regime_v4,-7.652126898413836,16.973709508921207,0.23899476203016126,,False
5,spot,vol-matched rebalanced c=0.353,-12.397503811622324,23.32672883084912,0.35060085664545043,,False
5,spot,vol-matched static     c=0.293,-12.002481394260577,17.85476968720254,0.23871278309239755,,False
5,spot,notional-matched reb.  c=0.283,-8.928045212971492,18.892790951697872,0.28129048307787013,,False
5,spot,per-window matched hold,-8.176214685284188,16.35109145937075,0.23799718194656488,0.24097182028366407,False
5,futures,buy_and_hold,-98.19548021356789,98.96475845425927,3.213296864248378,,True
5,futures,kelly_regime_v4,-5.984927346629987,17.083064213949882,0.23517140944378234,,False
5,futures,vol-matched rebalanced c=0.353,-12.351035418415224,23.32096049654247,0.3505874890166178,,False
5,futures,vol-matched static     c=0.293,-11.96984778747604,17.82657923835533,0.238293693657135,,False
5,futures,notional-matched reb.  c=0.283,-8.879806393717027,18.886742580627068,0.28128671809614864,,False
5,futures,per-window matched hold,-7.948909043489394,16.10373992888445,0.2346703127142263,0.23712681781933934,False
6,spot,buy_and_hold,-10.238249981762914,52.3919062290535,0.4298114456161368,,False
6,spot,kelly_regime_v4,3.3918918965894163,27.835433832141522,0.23738880762038045,,False
6,spot,vol-matched rebalanced c=0.353,-1.545597213027472,21.949903222899966,0.15158117993852527,,False
6,spot,vol-matched static     c=0.293,-2.9994968536180666,20.342016988800413,0.1322970647306594,,False
6,spot,notional-matched reb.  c=0.283,-1.4053841211740359,18.101307466911763,0.1204688312946538,,False
6,spot,per-window matched hold,-3.8266507197012745,33.05075317154665,0.24206118459882156,0.5527027870517681,False
6,futures,buy_and_hold,-98.19548021356783,99.5065792890478,2.0981946820237978,,True
6,futures,kelly_regime_v4,6.455313247797934,31.758608297811385,0.28106511068733475,,False
6,futures,vol-matched rebalanced c=0.353,-1.5160299916601838,21.9426121756418,0.15157493295418611,,False
6,futures,vol-matched static     c=0.293,-2.980381241639307,20.31301629506459,0.13208639610869433,,False
6,futures,notional-matched reb.  c=0.283,-0.9780871191052642,18.10496869469355,0.12091135002983985,,False
6,futures,per-window matched hold,-3.6552273711908834,37.343520705152535,0.2852349584659178,0.6544319958119654,False
7,spot,buy_and_hold,144.82605280602345,32.54338749742425,0.47962658543017006,,False
7,spot,kelly_regime_v4,93.91830640539898,23.90575871125184,0.34348341804806576,,False
7,spot,vol-matched rebalanced c=0.353,44.27316060321049,12.30358607157316,0.17147857615520337,,False
7,spot,vol-matched static     c=0.293,42.42964280881829,17.640402328897522,0.20860885663236584,,False
