ts,open,high,low,close,volume,quote_volume,taker_buy_base
1767589500000,92600.34,92677.34,92600.33,92677.34,33.27397,3082737.778378,19.09592
1767589800000,92677.33,92715.19,92647.29,92647.29,25.03287,2319980.5852464,18.10889
1767590100000,92647.3,92674.24,92600.0,92649.56,18.77089,1738858.1183672,6.28086
1767590400000,92649.56,92720.73,92638.73,92720.64,27.66097,2563604.1754391,17.34562
1767590700000,92720.64,92720.64,92690.39,92709.15,9.82403,910785.1136769,6.10296
1767591000000,92709.14,92709.15,92620.55,92620.55,26.25992,2433879.4387426,15.30081
1767591300000,92620.55,92661.84,92553.5,92573.01,33.11736,3067322.9886612,10.89617
1767591600000,92573.01,92624.24,92549.97,92554.6,36.58613,3387491.6457022,21.14102
1767591900000,92554.59,92572.0,92463.4,92528.46,54.73564,5064575.3237534,17.23735
1767592200000,92528.45,92528.46,92353.47,92361.59,73.82202,6821865.15337,16.06153
1767592500000,92361.59,92452.0,92340.39,92359.99,26.99172,2493971.6124586,14.59835
1767592800000,92359.99,92475.73,92359.98,92420.0,26.66637,2464582.3318213,15.46001
1767593100000,92420.0,92488.07,92402.15,92488.07,12.14663,1122782.3200027,8.50697
1767593400000,92488.07,92488.07,92429.99,92436.24,18.98137,1754821.1442417,3.16884
1767593700000,92436.25,92467.91,92400.0,92428.14,13.35002,1233957.2386978,5.67491
1767594000000,92428.14,92428.15,92386.47,92404.36,17.7485,1639944.966825,7.19927
1767594300000,92404.37,92404.37,92270.77,92279.88,43.74346,4037969.7565735,15.05074
1767594600000,92279.88,92320.01,92155.0,92320.0,54.89783,5063363.5090771,25.91686
1767594900000,92320.0,92360.0,92297.5,92350.97,24.90325,2299323.0788772,13.39052
1767595200000,92350.98,92428.23,92336.43,92427.86,28.06105,2591897.2781693,16.77934
1767595500000,92427.85,92479.76,92373.58,92474.65,31.6629,2926287.5180115,17.35823
1767595800000,92474.65,92494.98,92446.62,92476.05,26.53043,2453200.4846919,11.22804
1767596100000,92476.05,92500.0,92476.05,92491.81,22.01694,2036482.3701705,16.91379
1767596400000,92491.82,92600.0,92484.72,92567.14,33.78731,3127168.77541,25.11215
1767596700000,92567.13,92585.98,92509.3,92509.3,30.73902,2845237.8676862,10.72173
1767597000000,92509.3,92625.46,92509.3,92625.46,23.16319,2144757.3176757,18.14619
1767597300000,92625.45,92644.31,92556.85,92624.01,23.83055,2206790.634688,9.57072
1767597600000,92624.0,92624.46,92560.75,92560.76,15.96193,1478168.527746,5.79221
1767597900000,92560.76,92584.29,92549.99,92563.0,20.72395,1918203.1979056,9.07697
1767598200000,92563.0,92563.0,92539.3,92539.31,55.57695,5143596.9449555,6.7342
1767598500000,92539.31,92551.0,92533.65,92551.0,79.40707,7348531.8992405,12.44666
1767598800000,92550.99,92598.24,92522.44,92547.4,67.10944,6210885.1544618,15.46856
1767599100000,92547.39,92552.6,92520.62,92521.88,66.92026,6192567.5159481,19.06028
1767599400000,92521.88,92528.89,92521.0,92521.01,53.75204,4973340.999283,5.5133
1767599700000,92521.0,92526.76,92520.63,92520.63,57.80971,5348740.0071514,6.85657
1767600000000,92520.63,92600.0,92501.57,92599.99,50.26014,4651150.4077904,21.80408
1767600300000,92600.0,92640.01,92550.0,92640.0,45.86564,4246529.778143,33.19582
1767600600000,92640.0,92664.29,92606.8,92655.64,34.14832,3163369.5159554,25.4336
1767600900000,92655.64,92674.9,92627.85,92635.93,35.71118,3308660.4617404,20.01736
1767601200000,92635.93,92756.28,92635.92,92745.85,36.51013,3384487.1109549,25.92536
1767601500000,92745.84,92774.28,92680.0,92700.0,33.4843,3104836.5232088,21.85958
1767601800000,92700.0,92729.1,92652.0,92652.01,32.02538,2969132.2875735,17.81452
1767602100000,92652.0,92652.01,92500.0,92500.0,85.97556,7959340.6356563,6.52722
1767602400000,92500.0,92513.4,92484.0,92485.13,74.44753,6886289.6246898,6.24539
1767602700000,92485.13,92516.14,92471.79,92489.76,28.1861,2607048.1451515,12.67664
1767603000000,92489.75,92532.39,92480.0,92522.29,23.62918,2185778.3456223,10.15063
1767603300000,92522.29,92572.0,92446.0,92467.53,123.02411,11380594.0293965,82.57658
1767603600000,92467.54,92531.52,92320.17,92348.99,193.68247,17894793.5880868,41.03515
1767603900000,92349.0,92474.75,92325.58,92410.91,83.49401,7714179.4684171,31.53291
1767604200000,92410.91,92487.99,92410.9,92429.8,46.8023,4326864.3761524,17.61809
1767604500000,92429.79,92565.26,92421.31,92518.51,74.49625,6889881.1020942,29.10809
1767604800000,92518.51,92585.26,92495.36,92585.26,55.37943,5124450.4224037,24.0604
1767605100000,92585.25,92650.0,92580.63,92630.3,18.1291,1679181.4226746,11.42205
1767605400000,92630.31,92639.59,92560.0,92560.01,18.08737,1674655.68423,7.79555
1767605700000,92560.01,92603.15,92535.16,92603.14,20.32414,1881306.8716931,9.18016
1767606000000,92603.14,92646.45,92603.14,92646.44,27.86101,2580902.292882,9.96993
1767606300000,92646.45,92845.53,92646.44,92773.99,68.70529,6373128.8903194,38.63026
1767606600000,92774.0,92794.0,92719.77,92747.55,29.38664,2725816.4712228,10.14639
1767606900000,92747.56,92747.56,92688.6,92688.6,8.98574,833080.6929473,1.9959
1767607200000,92688.61,92740.0,92679.12,92701.14,26.58359,2464415.9856608,12.5776
1767607500000,92701.14,92788.0,92699.35,92788.0,22.82238,2116683.6121549,6.68207
1767607800000,92787.99,92954.58,92787.99,92915.65,69.09582,6417926.3858608,44.38173
1767608100000,92915.65,92940.0,92879.0,92897.67,51.8783,4820444.9359263,30.60653
1767608400000,92897.67,92935.25,92852.87,92935.24,58.03114,5391292.3977926,29.38852
1767608700000,92935.25,92945.5,92894.88,92895.69,26.7696,2487631.6266788,14.3724
1767609000000,92895.69,93000.0,92851.61,92926.77,58.57061,5443086.8619296,38.81449
1767609300000,92926.76,93025.24,92751.56,92954.0,133.35366,12392624.9271977,88.27269
1767609600000,92953.99,92954.0,92848.08,92853.18,34.43358,3198835.6026764,18.94876
