split,market,sizer,gate,k,final,vol,max_dd,sharpe,fills,fees,clamp,liquidated,mean_target
inner-validation,spot,plain,vote,0.25,1006.867869849142,0.0833285697727242,12.104051126590702,0.08282876938366897,196,16.297416284753357,0.0,False,0.0856629957226844
inner-validation,spot,plain,vote,0.5,964.1941367486401,0.1650225690384277,21.612429251986327,-0.028145370902805385,268,38.06859988279726,0.0,False,0.1713259914453688
inner-validation,spot,plain,vote,0.75,921.2836402841162,0.2484641064894844,31.756780932479778,-0.040987012788471625,292,60.167122619217444,0.006434773496925502,False,0.2569889871680532
inner-validation,spot,plain,vote,1.0,909.3871673300528,0.32473795964959373,38.14029955086696,0.016019181438147536,285,77.80230171541886,0.064619224302582,False,0.3426519828907376
inner-validation,spot,plain,vote,1.5,940.6114480478475,0.4311850143167294,43.671093561732,0.14486625205729978,248,100.22388464690988,0.22394059622867976,False,0.5139779743361064
inner-validation,spot,plain,vote,2.0,971.2534141837978,0.4885372059114227,47.73930265460479,0.21470394118444022,213,114.83962236483556,0.3474968207170176,False,0.6853039657814752
inner-validation,spot,plain,vote,3.0,833.42768948751,0.5476343017602942,52.90023396211353,0.1073771595208484,177,116.77442740767717,0.41838887751068093,False,1.0279559486722127
inner-validation,spot,plain,vote,4.0,868.556118269933,0.5771931011453543,54.17488105592063,0.16647236336384696,129,125.54684698280369,0.49680642810533787,False,1.3706079315629505
inner-validation,spot,plain,vote,6.0,891.2313574421272,0.5944471821220348,56.226640549161345,0.2003436004246267,112,132.28905803609842,0.5515948807590271,False,2.0559118973444255
inner-validation,spot,plain,evidence,0.25,1051.8253451999685,0.04088857872779289,4.544821766713704,0.6395797745948112,6,0.46936070061345014,0.0,False,0.011659038391340932
inner-validation,spot,plain,evidence,0.5,1007.360444459128,0.05008410453560754,6.858588676380113,0.09840564739069348,11,1.1858932950898635,0.0,False,0.023318076782681864
inner-validation,spot,plain,evidence,0.75,1062.2190858991594,0.06625308825112074,7.102059394988047,0.4895929840063678,26,2.5024682272785626,0.0,False,0.03497711517402279
inner-validation,spot,plain,evidence,1.0,1086.0196219260215,0.08736810665293973,9.393660867687524,0.5169109336219692,29,3.5261879369475726,0.0,False,0.04663615356536373
inner-validation,spot,plain,evidence,1.5,1126.1397588162092,0.13054981143002653,13.864380279996277,0.5212028674743002,29,5.5374461378811555,0.0,False,0.06995423034804558
inner-validation,spot,plain,evidence,2.0,1144.804614476706,0.17108984435133662,18.18651850285904,0.48158742512173386,28,7.1446755183677615,0.003996132467742781,False,0.09327230713072746
